担当教員,学籍番号,1,2,3,4,5, ,採点欄,備考欄,コピペ群,重複ワード,類似度,参考情報, ,NGワード数,NGワード一覧,再履修
吉松,25023112,経験を糧にする,今やっていること、取り組んでいることは無駄ではない,今を全力で生きる,自分を、周りを、今を信じる,チャレンジをし続けることが大切で勇気をもって行動をする, , , ,,,, , ,0,, 
吉松,25023113,アルバイト経験から自分の適性がわかってきた。,プロジェクトを０からスタートさせる難しさ。,ブームを作りそれを文化にしていく,心を通わせる,様々なアルバイト経験, , , ,,,, , ,0,, 
吉松,25023114,挨拶を疎かにしたらいけない,何かを選択することは何かを捨てること,小さな実績が大きな実績になる,自分が納得するように,無駄な時間も大事に過ごす, , , ,,,, , ,0,, 
吉松,25023116,色々な国籍の方々と接するときに褒めることを意識している,履修登録で何が自分に興味があるかわからなかったから色々なことを選び、来年どうするかを考え蓄積していた,チーム作りやどういう人と働くかが大切,毎日大変だけどやりがいを感じる,怒られた経験が若い頃にあってよかった, , , ,,,, , ,0,, 
吉松,25023119,部下の接し方で日本人と外国人では好まれる接し方が違う,今関係ないことでも将来を思うとたくさん繋がっていたりする,アルバイトなどいろいろな経験で自分を知ることもできる,お客様のニーズとブランドの形態をどううまく合わせていくかが大切になってくる,自分の感情をロジックとしてわかるようになると、他者にそれをうまく伝えられるようになる, , , ,Pattern360,部下日本外国今関係こと将来アルバイト経験自分こと客ニーズブランド形態自分感情ロジック他者,0.96,"対象:25023615 時期:今学期全てのキーワード:お客様のニーズとブランドの形態をどのように上手く合わせていくかが大切,部下への接し方は、日本人と外国人では好まれる接し方が違う,今は関係ないことでも、将来多くのことに繋がっている可能性がある,アルバイトなどの経験によって、自分を知ることができる,自分の感情をロジックとしてわかるようになると、他者にそれをうまく伝えられるようになる", ,0,, 
吉松,25023120,アルバイトを通して自分を知る,好き嫌いを言ってみる,ブランドローンチ,ブームから文化へ,地元の人を第一に, , , ,,,, , ,0,, 
吉松,25023121,自分は秘書としてサーポートの役割だと思っていた,ブランドと両者をどのようにシンクロさせているか,仮に学生に戻ったらサークルなどで学内で頑張ったと言えることをしたい,仲間と深い関係を学内で繋がることで幅が広がっていたのではないか,関学では、縦の繋がりや横の繋がりなどの人との繋がりが財産, , , ,,,, , ,0,, 
吉松,25023122,詳しくないなら知っている人に聞くのがいい,現地の声を聴いて調査する,心の声を聴く,自分の直感を信じて行動することが大事,打ち込めることを見つける, , , ,Pattern223,人現地声調査声自分直感行動ことこと,0.86,"対象:23022652 時期:今学期全てのキーワード:知ってる人に聞く,いろんなところに行っていろんなことを知る,現地に行って声を聴いて調査する,心の声を聴く,自分の感性を信じて行動する", ,0,, 
吉松,25023123,縦のつながりを大切にし人間関係を作ることは自分の視野を広げ、様々なことに目を向けれるので大切。,若いうちに挑戦し、経験をしておくことで、自分の人生を豊かにしてくれるので積極的に挑戦する。,サークルやアルバイトなど自分が打ち込めるものを探しておき、自分ののものにしておくことが重要。,０から作り上げるのは不安が大きいかもしれないけど、思いっ切って挑戦する勇気を持つことが必要。,AIが発展している現代だからこそ、人間であるためにできることを探し、人と人の関係を保つ。, , , ,,,, , ,0,, 
吉松,25023125,深く考えても分からない,やるかやらないか,露出する時はストーリーとコンテクストを書いてくれるところとしかお付き合いしない,不確定なことに対する体勢,失敗は経験, , , ,,,, , ,0,, 
吉松,25023126,バイトで自分の適性を見極める,新しいことを作るのはかなりきつい,それまでやってきたことはいつか繋がる,不確定なことに対する耐性を身に着ける,失敗を恐れずにやりたいことやったほうがうまくいく, , , ,,,, , ,0,, 
吉松,25023127,CBOはブランド全体を統括する部門,マルチカルチャーの環境において人をほめることは大切である。,アルバイトを通して自分を知ることができた。,人生はすごろくという考えがあり、休むことがあってもいいし、後退することもあってもいい。,若いうちは頭でっかちにならずにいろんなことに挑戦し、失敗する経験も大切である。大人の失敗は辛い。, , , ,,,, , ,0,, 
